1488153054.982861,2.68,2.94,0.0,5.14,1.79,2.68
1488153624.238428,2.68,3.13,0.0,4.85,1.79,3.18
1488156766.479009,1.34,2.96,0.0,3.86,1.79,3.77
1488157240.653159,1.34,0.98,0.0,4.07,1.79,3.76
1488160847.095217,1.79,2.76,0.0,4.60,1.79,4.83
1488164445.797104,1.79,3.87,0.0,6.69,2.23,7.44
1488168277.232972,1.79,5.86,0.0,9.09,3.13,10.31
1488171720.836723,1.34,5.58,0.45,8.87,3.13,10.30
1488175218.432974,0.9,5.86,0.9,10.38,3.58,11.83
1488178820.715012,0.0,5.66,0.9,10.22,3.58,11.82
1488182527.429716,1.34,5.80,0.0,9.05,3.13,10.31
1488186029.264797,1.79,7.12,0.0,11.55,2.68,13.49
1488189624.986557,1.34,3.63,0.0,6.12,2.23,7.40
1488193221.288433,1.79,1.84,0.0,4.01,1.79,4.75
1488196819.755494,0.0,1.94,0.0,4.16,1.79,4.79
1488200421.459728,0.45,1.82,0.0,3.98,1.79,4.74
1488204019.73325,0.45,1.84,0.0,4.01,1.79,4.75
1488207611.849289,0.45,2.64,0.0,4.12,1.79,2.85
1488208595.348276,0.45,3.08,0.0,4.89,1.79,2.49
1488208851.93257,0.45,2.91,0.0,5.02,1.79,2.43
1488208899.837395,0.45,2.91,0.0,5.05,1.79,2.43
1488209198.126946,0.45,2.92,0.0,5.18,1.79,2.49
1488209247.962545,0.45,2.92,0.0,5.20,1.79,2.50
1488211223.30649,0.45,2.93,0.0,5.82,1.79,2.53
1488214821.298512,0.45,1.49,0.0,4.93,0.9,2.44
1488218420.930494,0.0,2.22,1.34,6.00,1.34,2.43
1488222021.550213,2.68,2.96,1.34,6.92,1.79,2.91
1488225636.820528,3.58,5.10,1.79,9.17,3.13,4.23
1488229249.218007,2.68,6.47,1.79,10.57,4.02,5.95
1488232877.906071,3.58,5.04,2.23,8.78,3.13,4.48
1488236519.353457,3.13,4.32,2.23,7.57,2.68,3.97
1488240050.115245,2.68,4.32,1.34,6.57,2.68,4.99
1488243729.886798,3.13,1.03,0.9,5.20,2.23,5.84
1488247329.203234,1.79,1.76,0.45,3.81,1.79,4.68
1488250909.724734,0.45,1.97,0.0,4.19,1.79,4.79
1488254516.615071,0.0,1.75,0.0,3.51,1.79,4.57
1488258107.194285,0.0,1.88,0.0,4.07,1.79,4.77
1488261719.841601,0.0,3.62,0.9,6.02,2.23,7.38
1488265255.934368,0.0,1.88,0.9,4.07,1.79,4.77
