1488153054.983188,307.0,231,254.0,223,230.0,209
1488153624.238745,307.0,236,254.0,224,230.0,228
1488156766.479315,332.0,208,254.0,200,206.0,208
1488157240.653447,332.0,151,254.0,198,206.0,203
1488160847.095523,351.0,92,254.0,180,186.0,187
1488164445.797389,343.0,70,254.0,183,198.0,198
1488168277.233261,345.0,82,254.0,185,196.0,195
1488171720.83712,354.0,79,179.0,188,201.0,200
1488175218.43329,354.0,84,182.0,186,198.0,196
1488178820.715392,354.0,81,187.0,188,201.0,199
1488182527.430034,335.0,82,187.0,186,197.0,196
1488186029.265128,337.0,53,187.0,180,202.0,200
1488189624.986872,338.0,58,187.0,189,212.0,209
1488193221.288765,339.0,66,187.0,197,216.0,211
1488196819.755883,339.0,73,187.0,194,211.0,207
1488200421.460095,315.0,65,187.0,198,217.0,212
1488204019.7336,322.0,66,187.0,197,216.0,211
1488207611.84962,328.0,209,187.0,215,214.0,187
1488208595.348616,351.0,219,187.0,220,222.0,190
1488208851.932961,351.0,222,187.0,219,222.0,187
1488208899.83769,351.0,222,187.0,219,222.0,187
1488209198.1273,351.0,222,187.0,219,222.0,184
1488209247.962857,351.0,222,187.0,219,222.0,184
1488211223.306783,351.0,222,187.0,218,222.0,176
1488214821.298792,316.0,212,187.0,214,212.0,130
1488218420.930786,316.0,221,203.0,217,221.0,146
1488222021.55051,163.0,218,212.0,216,218.0,159
1488225636.826856,179.0,227,203.0,221,226.0,195
1488229249.223271,213.0,221,208.0,218,220.0,198
1488232877.922068,180.0,225,212.0,220,224.0,199
1488236519.401282,191.0,222,224.0,218,221.0,197
1488240050.125212,204.0,229,212.0,215,220.0,215
1488243729.936561,184.0,54,209.0,208,220.0,218
1488247329.236565,131.0,58,222.0,201,222.0,216
1488250909.914514,46.0,74,222.0,193,210.0,206
1488254516.634923,46.0,46,222.0,208,230.0,223
1488258107.259735,46.0,69,222.0,196,214.0,210
1488261719.858411,46.0,56,203.0,190,214.0,211
1488265255.971356,46.0,69,198.0,196,214.0,210
1488268819.254436,46.0,59,207.0,201,221.0,216
1488272418.008517,309.0,76,208.0,188,202.0,200
1488276030.692307,309.0,46,204.0,183,212.0,208
1488279619.383738,331.0,68,197.0,196,215.0,211
1488283219.803063,68.0,66,195.0,197,216.0,211
1488286824.627827,342.0,63,189.0,186,206.0,204
1488290431.679338,342.0,57,199.0,179,196.0,196
1488294011.011738,130.0,195,195.0,202,203.0,194
1488297718.436591,69.0,202,193.0,206,202.0,179
1488301237.204974,160.0,211,189.0,212,211.0,177
1488304937.883963,157.0,208,205.0,211,208.0,171
1488308461.550144,193.0,228,203.0,222,228.0,189
1488315415.978147,224.0,241,234.0,228,240.0,207
1488315611.932032,224.0,241,234.0,228,240.0,207
1488319278.296548,257.0,245,264.0,232,244.0,224
1488322869.843091,280.0,254,259.0,239,252.0,243
1488326490.94464,245.0,290,258.0,277,288.0,291
1488328094.795579,283.0,285,258.0,271,274.0,280
1488330015.496157,283.0,340,255.0,277,274.0,277
1488333617.548322,291.0,24,252.0,248,259.0,257
1488337218.741101,307.0,20,260.0,266,268.0,266
1488340819.674781,293.0,9,246.0,274,272.0,271
1488344414.48659,278.0,13,245.0,253,261.0,258
1488348014.331781,300.0,11,244.0,260,265.0,263
1488351620.463894,300.0,17,238.0,240,254.0,251
1488355214.051957,304.0,14,224.0,236,251.0,248
1488391238.11142,239.0,235,227.0,227,234.0,214
1488394880.735462,262.0,241,232.0,231,240.0,224
1488398444.230349,262.0,247,235.0,234,246.0,229
1488402046.754913,265.0,244,253.0,233,243.0,229
1488405645.608282,250.0,259,260.0,244,258.0,251
1488409236.176591,263.0,263,246.0,248,261.0,257
1488412820.236321,265.0,270,253.0,254,265.0,267
1488416422.217973,276.0,327,262.0,261,265.0,268
1488420023.945953,284.0,10,257.0,264,267.0,265
1488423629.488604,293.0,23,253.0,238,253.0,250
1488427385.710026,277.0,24,253.0,279,274.0,273
1488430826.047088,279.0,19,258.0,249,259.0,256
1488434434.052602,274.0,26,255.0,245,257.0,254
1488438016.820703,284.0,26,241.0,231,249.0,246
1488441616.109535,301.0,27,236.0,230,248.0,245
1488445216.401402,338.0,24,240.0,248,259.0,257
1488448819.0109,350.0,28,239.0,238,253.0,250
1488452468.021988,350.0,30,238.0,247,258.0,256
1488456028.422053,244.0,30,238.0,203,247.0,238
1488459628.822947,262.0,35,218.0,192,233.0,225
1488463223.108485,193.0,40,223.0,203,233.0,226
1488466821.112039,254.0,222,215.0,236,236.0,242
1488470436.180635,308.0,235,222.0,227,234.0,218
1488474028.744974,277.0,244,232.0,233,243.0,228
1488477625.149717,287.0,244,230.0,233,243.0,226
1488481221.335312,278.0,244,242.0,234,243.0,230
1488484822.06046,283.0,236,238.0,228,235.0,217
1488542416.690832,324.0,27,232.0,230,238.0,239
1488546025.430353,247.0,154,227.0,218,226.0,227
1488549619.708654,225.0,52,232.0,228,236.0,237
1488553228.586391,293.0,223,232.0,230,231.0,235
1488556859.443876,301.0,229,219.0,219,225.0,218
1488560483.796231,142.0,218,214.0,214,217.0,205
1488564155.016492,178.0,208,233.0,210,208.0,184
1488567630.145244,196.0,232,205.0,224,231.0,206
1488571224.087445,226.0,229,230.0,223,228.0,211
1488574842.775525,178.0,225,205.0,219,223.0,210
1488578448.581623,177.0,210,208.0,207,209.0,199
1488582040.649155,218.0,215,208.0,211,213.0,202
1488585620.591304,170.0,194,205.0,197,194.0,187
1488589215.100106,191.0,195,195.0,192,197.0,194
1488592818.326315,200.0,126,200.0,203,211.0,211
1488596420.220189,173.0,125,191.0,195,201.0,201
1488600017.561967,141.0,120,203.0,193,199.0,199
1488603613.209589,127.0,130,201.0,197,203.0,203
1488607218.980606,100.0,126,192.0,197,204.0,204
1488610814.98331,109.0,131,194.0,198,205.0,205
1488614413.508227,172.0,130,200.0,195,201.0,201
1488618012.260957,175.0,140,191.0,197,203.0,203
1488621612.850426,196.0,149,192.0,201,208.0,208
1488625213.263874,187.0,150,190.0,202,209.0,209
1488628813.91883,190.0,138,190.0,200,207.0,207
1488632414.918678,194.0,152,207.0,201,207.0,207
1488636014.708465,166.0,147,205.0,200,207.0,207
1488639631.239552,174.0,205,205.0,206,212.0,211
1488643233.663729,167.0,212,219.0,209,211.0,200
1488646814.42607,160.0,216,206.0,215,216.0,199
1488650495.696446,123.0,208,204.0,208,208.0,192
1488654032.996349,182.0,220,202.0,215,218.0,206
1488657660.063628,216.0,217,208.0,214,216.0,200
1488661301.192793,194.0,211,198.0,210,210.0,196
1488664848.953425,189.0,203,202.0,204,203.0,190
1488668483.428971,185.0,211,198.0,210,210.0,197
1488672070.750064,198.0,193,196.0,196,193.0,186
1488675686.653489,180.0,193,189.0,191,196.0,193
1488679240.824155,180.0,93,175.0,189,201.0,199
